,Unnamed: 0,name,class,confidence,target_id,actual_id
2515,2515,./test\02515.png,Einmalige Vorfahrt,0.9921118,11,11.0
2516,2516,./test\02516.png,Vorfahrt,1.0,12,12.0
2517,2517,./test\02517.png,Fahrradfahrer,0.23716936,29,29.0
2518,2518,./test\02518.png,Verbot der Einfahrt,0.60825002,17,17.0
2519,2519,./test\02519.png,Zulässige Höchstgeschwindigkeit (120),0.6135725999999999,8,8.0
2520,2520,./test\02520.png,Zulässige Höchstgeschwindigkeit (60),0.24370831,3,3.0
2521,2521,./test\02521.png,Verbot für Fahrzeuge aller Art,0.99892622,15,15.0
2522,2522,./test\02522.png,Zulässige Höchstgeschwindigkeit (60),0.45530415,3,3.0
2523,2523,./test\02523.png,Vorfahrt gewähren,0.99977165,13,13.0
2524,2524,./test\02524.png,Ende der Geschwindigkeitsbegrenzung (80),0.11092026,10,6.0
2525,2525,./test\02525.png,Vorfahrt gewähren,0.96563572,13,13.0
2526,2526,./test\02526.png,Zulässige Höchstgeschwindigkeit (70),0.95313567,4,4.0
2527,2527,./test\02527.png,Zulässige Höchstgeschwindigkeit (30),0.73461676,1,1.0
2528,2528,./test\02528.png,Baustelle,0.96798754,25,25.0
2529,2529,./test\02529.png,Zulässige Höchstgeschwindigkeit (80),0.37974077,5,5.0
2530,2530,./test\02530.png,Gefahrenstelle,0.13884524,26,18.0
2531,2531,./test\02531.png,Baustelle,0.47074911,25,25.0
2532,2532,./test\02532.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.89178151,10,10.0
2533,2533,./test\02533.png,Zulässige Höchstgeschwindigkeit (30),0.71229291,1,1.0
2534,2534,./test\02534.png,Zulässige Höchstgeschwindigkeit (120),0.7773726,8,8.0
2535,2535,./test\02535.png,Kreisverkehr,0.99814641,40,40.0
2536,2536,./test\02536.png,Überholverbot für Kraftfahrzeuge aller Art,0.98423702,9,9.0
2537,2537,./test\02537.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.8639273000000001,10,10.0
2538,2538,./test\02538.png,Zulässige Höchstgeschwindigkeit (60),0.57424951,3,3.0
2539,2539,./test\02539.png,Baustelle,0.99841058,25,25.0
2540,2540,./test\02540.png,Baustelle,0.99999976,25,25.0
2541,2541,./test\02541.png,Vorfahrt,0.99999058,12,12.0
2542,2542,./test\02542.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.99586272,10,10.0
2543,2543,./test\02543.png,Vorfahrt gewähren,0.99665642,13,13.0
2544,2544,./test\02544.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,39,42.0
2545,2545,./test\02545.png,Verbot der Einfahrt,0.99585634,17,17.0
2546,2546,./test\02546.png,Zulässige Höchstgeschwindigkeit (80),0.45347804,7,5.0
2547,2547,./test\02547.png,Verbot der Einfahrt,0.75014138,17,17.0
2548,2548,./test\02548.png,Überholverbot für Kraftfahrzeuge aller Art,0.98247254,9,9.0
2549,2549,./test\02549.png,Vorfahrt,0.999892,12,12.0
2550,2550,./test\02550.png,Zulässige Höchstgeschwindigkeit (50),0.6894694,1,2.0
2551,2551,./test\02551.png,Überholverbot für Kraftfahrzeuge aller Art,0.85246116,9,9.0
2552,2552,./test\02552.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.93595314,10,10.0
2553,2553,./test\02553.png,Zulässige Höchstgeschwindigkeit (70),0.45177612,4,4.0
2554,2554,./test\02554.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.58729464,9,10.0
2555,2555,./test\02555.png,Gefahrenstelle,0.47478798,18,18.0
2556,2556,./test\02556.png,Zulässige Höchstgeschwindigkeit (100),0.77112544,7,7.0
2557,2557,./test\02557.png,Zulässige Höchstgeschwindigkeit (70),0.99511826,4,4.0
2558,2558,./test\02558.png,Zulässige Höchstgeschwindigkeit (30),0.61186272,1,1.0
2559,2559,./test\02559.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.21297988,23,10.0
2560,2560,./test\02560.png,Zulässige Höchstgeschwindigkeit (50),0.88286954,2,2.0
2561,2561,./test\02561.png,Zulässige Höchstgeschwindigkeit (70),0.76846677,4,4.0
2562,2562,./test\02562.png,Ausschließlich geradeaus,0.96838051,35,35.0
2563,2563,./test\02563.png,Einmalige Vorfahrt,0.99603939,11,11.0
2564,2564,./test\02564.png,Überholverbot für Kraftfahrzeuge aller Art,0.92144167,9,9.0
2565,2565,./test\02565.png,Zulässige Höchstgeschwindigkeit (80),0.60995239,5,5.0
2566,2566,./test\02566.png,Zulässige Höchstgeschwindigkeit (50),0.65191364,2,2.0
2567,2567,./test\02567.png,Zulässige Höchstgeschwindigkeit (120),0.34534022,7,8.0
2568,2568,./test\02568.png,Baustelle,0.9402923,25,25.0
2569,2569,./test\02569.png,Stoppschild,0.99994683,14,14.0
2570,2570,./test\02570.png,Gefahrenstelle,0.17995229,26,18.0
2571,2571,./test\02571.png,Schleudergefahr bei Nässe oder Schmutz,0.99987817,23,23.0
2572,2572,./test\02572.png,Zulässige Höchstgeschwindigkeit (80),0.37005273,5,5.0
2573,2573,./test\02573.png,Gefahrenstelle,0.99061245,18,18.0
2574,2574,./test\02574.png,Zulässige Höchstgeschwindigkeit (50),0.99999845,2,2.0
2575,2575,./test\02575.png,Fahrradfahrer,0.98087502,29,29.0
2576,2576,./test\02576.png,Baustelle,0.99600667,25,25.0
2577,2577,./test\02577.png,Baustelle,0.77098453,4,25.0
2578,2578,./test\02578.png,Unebene Fahrbahn,0.99998224,22,22.0
2579,2579,./test\02579.png,Vorfahrt,0.56125736,12,12.0
2580,2580,./test\02580.png,Zulässige Höchstgeschwindigkeit (30),0.87979335,1,1.0
2581,2581,./test\02581.png,Stoppschild,0.98303276,14,14.0
2582,2582,./test\02582.png,Rechts vorbei,0.19452937,34,38.0
2583,2583,./test\02583.png,Ausschließlich rechts,0.99864119,33,33.0
2584,2584,./test\02584.png,Kurve (links),0.92071402,19,19.0
2585,2585,./test\02585.png,Zulässige Höchstgeschwindigkeit (50),0.87447447,2,2.0
2586,2586,./test\02586.png,Vorfahrt,0.99926049,12,12.0
2587,2587,./test\02587.png,Überholverbot für Kraftfahrzeuge aller Art,0.99997306,9,9.0
2588,2588,./test\02588.png,Verbot der Einfahrt,0.99996257,17,17.0
2589,2589,./test\02589.png,Fußgänger,0.03276986,26,27.0
2590,2590,./test\02590.png,Vorfahrt gewähren,0.9700014,13,13.0
2591,2591,./test\02591.png,Stoppschild,0.99970204,14,14.0
2592,2592,./test\02592.png,Zulässige Höchstgeschwindigkeit (60),0.24871463,3,3.0
2593,2593,./test\02593.png,Zulässige Höchstgeschwindigkeit (50),0.99964023,2,2.0
2594,2594,./test\02594.png,Zulässige Höchstgeschwindigkeit (80),0.19653632,2,5.0
2595,2595,./test\02595.png,Zulässige Höchstgeschwindigkeit (80),0.77535009,5,5.0
2596,2596,./test\02596.png,Verbot der Einfahrt,1.0,17,17.0
2597,2597,./test\02597.png,Baustelle,0.99964058,25,25.0
2598,2598,./test\02598.png,Verbot der Einfahrt,0.99999845,17,17.0
2599,2599,./test\02599.png,Zulässige Höchstgeschwindigkeit (120),0.19129327,30,8.0
2600,2600,./test\02600.png,Wildwechsel,0.10995854,30,31.0
2601,2601,./test\02601.png,Baustelle,0.16521224,38,25.0
2602,2602,./test\02602.png,Ausschließlich geradeaus,0.98385322,35,35.0
2603,2603,./test\02603.png,Zulässige Höchstgeschwindigkeit (70),0.93297493,4,4.0
2604,2604,./test\02604.png,Zulässige Höchstgeschwindigkeit (50),0.42844719,2,2.0
2605,2605,./test\02605.png,Zulässige Höchstgeschwindigkeit (50),0.73428547,2,2.0
2606,2606,./test\02606.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,28,42.0
2607,2607,./test\02607.png,Ausschließlich rechts,1.0,33,33.0
2608,2608,./test\02608.png,Ausschließlich rechts,1.0,33,33.0
2609,2609,./test\02609.png,Ausschließlich rechts,0.99976176,33,33.0
2610,2610,./test\02610.png,Fußgänger,0.82748699,27,27.0
2611,2611,./test\02611.png,Ausschließlich rechts,0.06704698,24,33.0
2612,2612,./test\02612.png,Baustelle,0.98744315,25,25.0
2613,2613,./test\02613.png,Überholverbot für Kraftfahrzeuge aller Art,0.99951208,9,9.0
2614,2614,./test\02614.png,"Verbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse von 3,5t",0.99999774,16,16.0
2615,2615,./test\02615.png,Kreisverkehr,0.15063095,12,40.0
2616,2616,./test\02616.png,Zulässige Höchstgeschwindigkeit (50),0.74811083,1,2.0
2617,2617,./test\02617.png,Zulässige Höchstgeschwindigkeit (80),0.77937782,5,5.0
2618,2618,./test\02618.png,Rechts vorbei,0.79262328,34,38.0
2619,2619,./test\02619.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.36029068,10,10.0
2620,2620,./test\02620.png,Baustelle,0.99996269,25,25.0
2621,2621,./test\02621.png,Baustelle,0.88548344,25,25.0
2622,2622,./test\02622.png,Ausschließlich geradeaus,0.99999917,35,35.0
2623,2623,./test\02623.png,Zulässige Höchstgeschwindigkeit (80),0.81295109,5,5.0
2624,2624,./test\02624.png,Vorfahrt gewähren,0.99095261,13,13.0
2625,2625,./test\02625.png,Zulässige Höchstgeschwindigkeit (80),0.79896641,5,5.0
2626,2626,./test\02626.png,Zulässige Höchstgeschwindigkeit (100),0.7053196999999999,7,7.0
2627,2627,./test\02627.png,Zulässige Höchstgeschwindigkeit (70),0.74532855,4,4.0
2628,2628,./test\02628.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,34,42.0
2629,2629,./test\02629.png,Verbot für Fahrzeuge aller Art,0.995152,15,15.0
2630,2630,./test\02630.png,Zulässige Höchstgeschwindigkeit (120),0.24943486,7,8.0
2631,2631,./test\02631.png,Vorfahrt gewähren,0.99986756,13,13.0
2632,2632,./test\02632.png,Zulässige Höchstgeschwindigkeit (70),0.43960506,1,4.0
2633,2633,./test\02633.png,Schleudergefahr bei Nässe oder Schmutz,0.94360745,23,23.0
2634,2634,./test\02634.png,Ausschließlich geradeaus,0.99998832,35,35.0
2635,2635,./test\02635.png,Zulässige Höchstgeschwindigkeit (70),0.40753883,5,4.0
2636,2636,./test\02636.png,Vorfahrt gewähren,0.99997103,13,13.0
2637,2637,./test\02637.png,Zulässige Höchstgeschwindigkeit (70),0.74348009,5,4.0
2638,2638,./test\02638.png,Fahrradfahrer,0.05103257,28,29.0
2639,2639,./test\02639.png,Vorfahrt gewähren,0.99998426,13,13.0
2640,2640,./test\02640.png,Vorfahrt,0.99977523,12,12.0
2641,2641,./test\02641.png,Einmalige Vorfahrt,0.97458726,11,11.0
2642,2642,./test\02642.png,Baustelle,0.99429673,25,25.0
2643,2643,./test\02643.png,Ausschließlich rechts,0.03872442,34,33.0
2644,2644,./test\02644.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.86450112,10,10.0
2645,2645,./test\02645.png,Zulässige Höchstgeschwindigkeit (80),0.63535666,3,5.0
2646,2646,./test\02646.png,Zulässige Höchstgeschwindigkeit (80),0.99036825,5,5.0
2647,2647,./test\02647.png,Wildwechsel,0.84787834,31,31.0
2648,2648,./test\02648.png,Einmalige Vorfahrt,0.90992224,11,11.0
2649,2649,./test\02649.png,Einmalige Vorfahrt,0.98193848,11,11.0
2650,2650,./test\02650.png,Rechts vorbei,0.12477433,37,38.0
2651,2651,./test\02651.png,Vorfahrt,0.16309702,12,12.0
2652,2652,./test\02652.png,Baustelle,0.57559967,25,25.0
2653,2653,./test\02653.png,Überholverbot für Kraftfahrzeuge aller Art,0.99160928,9,9.0
2654,2654,./test\02654.png,Vorfahrt gewähren,0.99847597,13,13.0
2655,2655,./test\02655.png,Einmalige Vorfahrt,0.20964628,30,11.0
2656,2656,./test\02656.png,Baustelle,0.95182902,25,25.0
2657,2657,./test\02657.png,Baustelle,0.99990177,25,25.0
2658,2658,./test\02658.png,Vorfahrt,0.98974669,12,12.0
2659,2659,./test\02659.png,Vorfahrt,0.90634066,12,12.0
2660,2660,./test\02660.png,Wildwechsel,0.17402428,30,31.0
2661,2661,./test\02661.png,Verbot für Fahrzeuge aller Art,0.9989115,15,15.0
2662,2662,./test\02662.png,Vorfahrt gewähren,0.99999762,13,13.0
2663,2663,./test\02663.png,Zulässige Höchstgeschwindigkeit (30),0.53765851,1,1.0
2664,2664,./test\02664.png,Baustelle,0.94346958,25,25.0
2665,2665,./test\02665.png,Zulässige Höchstgeschwindigkeit (120),0.95938736,8,8.0
2666,2666,./test\02666.png,Vorfahrt gewähren,0.99999964,13,13.0
2667,2667,./test\02667.png,Zulässige Höchstgeschwindigkeit (60),0.51733726,3,3.0
2668,2668,./test\02668.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.66255683,10,10.0
2669,2669,./test\02669.png,Gefahrenstelle,0.49856207,18,18.0
2670,2670,./test\02670.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.65019453,42,42.0
2671,2671,./test\02671.png,Überholverbot für Kraftfahrzeuge aller Art,0.8752839,9,9.0
2672,2672,./test\02672.png,"Verbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse von 3,5t",0.99999952,16,16.0
2673,2673,./test\02673.png,Zulässige Höchstgeschwindigkeit (70),0.57689303,4,4.0
2674,2674,./test\02674.png,Vorfahrt,0.97848117,12,12.0
2675,2675,./test\02675.png,Verbot für Fahrzeuge aller Art,0.99981874,15,15.0
2676,2676,./test\02676.png,Baustelle,0.99987853,25,25.0
2677,2677,./test\02677.png,Ende der Geschwindigkeitsbegrenzung (80),0.79327744,6,6.0
2678,2678,./test\02678.png,Ende aller Streckenverbote,0.19742614,41,32.0
2679,2679,./test\02679.png,Zulässige Höchstgeschwindigkeit (50),0.75084567,1,2.0
2680,2680,./test\02680.png,Zulässige Höchstgeschwindigkeit (30),0.95466846,1,1.0
2681,2681,./test\02681.png,Zulässige Höchstgeschwindigkeit (50),0.90659416,2,2.0
2682,2682,./test\02682.png,Rechts vorbei,0.10368633,30,38.0
2683,2683,./test\02683.png,Vorfahrt gewähren,1.0,13,13.0
2684,2684,./test\02684.png,Ausschließlich rechts,0.9989993,33,33.0
2685,2685,./test\02685.png,Rechts vorbei,0.99999988,38,38.0
2686,2686,./test\02686.png,Zulässige Höchstgeschwindigkeit (70),0.86940795,4,4.0
2687,2687,./test\02687.png,Rechts vorbei,0.06507223,5,38.0
2688,2688,./test\02688.png,Zulässige Höchstgeschwindigkeit (100),0.87258428,7,7.0
2689,2689,./test\02689.png,Zulässige Höchstgeschwindigkeit (50),0.37356523,2,2.0
2690,2690,./test\02690.png,Ausschließlich geradeaus,0.70044953,35,35.0
2691,2691,./test\02691.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.99963486,10,10.0
2692,2692,./test\02692.png,Rechts vorbei,0.99448228,38,38.0
2693,2693,./test\02693.png,Zulässige Höchstgeschwindigkeit (70),0.55150193,4,4.0
2694,2694,./test\02694.png,Zulässige Höchstgeschwindigkeit (30),0.92725021,1,1.0
2695,2695,./test\02695.png,Vorfahrt gewähren,0.99999833,13,13.0
2696,2696,./test\02696.png,Einmalige Vorfahrt,0.99408036,11,11.0
2697,2697,./test\02697.png,Rechts vorbei,0.99966478,38,38.0
2698,2698,./test\02698.png,Zulässige Höchstgeschwindigkeit (100),0.6548748000000001,7,7.0
2699,2699,./test\02699.png,Baustelle,0.14430213,5,25.0
2700,2700,./test\02700.png,Zulässige Höchstgeschwindigkeit (80),0.57130218,5,5.0
2701,2701,./test\02701.png,Ausschließlich geradeaus,0.99993467,35,35.0
2702,2702,./test\02702.png,Zulässige Höchstgeschwindigkeit (50),0.05558508,37,2.0
2703,2703,./test\02703.png,Rechts vorbei,0.99916637,38,38.0
2704,2704,./test\02704.png,Rechts vorbei,0.9999758,38,38.0
2705,2705,./test\02705.png,Zulässige Höchstgeschwindigkeit (30),0.59050304,1,1.0
2706,2706,./test\02706.png,Ausschließlich rechts,0.99870563,33,33.0
2707,2707,./test\02707.png,Fahrradfahrer,0.56858939,29,29.0
2708,2708,./test\02708.png,Fahrradfahrer,0.30970028,26,29.0
2709,2709,./test\02709.png,Baustelle,0.99860805,25,25.0
2710,2710,./test\02710.png,Baustelle,0.86431289,25,25.0
2711,2711,./test\02711.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.96059245,10,10.0
2712,2712,./test\02712.png,Zulässige Höchstgeschwindigkeit (30),0.61360425,1,1.0
2713,2713,./test\02713.png,Zulässige Höchstgeschwindigkeit (30),0.75069368,1,1.0
2714,2714,./test\02714.png,Zulässige Höchstgeschwindigkeit (30),0.30116761,1,1.0
2715,2715,./test\02715.png,"Verbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse von 3,5t",0.97723049,16,16.0
2716,2716,./test\02716.png,Zulässige Höchstgeschwindigkeit (80),0.27569833,5,5.0
2717,2717,./test\02717.png,Schleudergefahr bei Nässe oder Schmutz,0.49800262,23,23.0
2718,2718,./test\02718.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.99765068,10,10.0
2719,2719,./test\02719.png,Überholverbot für Kraftfahrzeuge aller Art,0.92135185,9,9.0
2720,2720,./test\02720.png,Verbot der Einfahrt,0.96788466,17,17.0
2721,2721,./test\02721.png,Zulässige Höchstgeschwindigkeit (50),0.80735081,2,2.0
2722,2722,./test\02722.png,Vorfahrt,0.99999952,12,12.0
2723,2723,./test\02723.png,Überholverbot für Kraftfahrzeuge aller Art,0.98702615,9,9.0
2724,2724,./test\02724.png,Gefahrenstelle,0.94365394,18,18.0
2725,2725,./test\02725.png,Ende aller Streckenverbote,0.81952494,35,32.0
2726,2726,./test\02726.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.99993587,10,10.0
2727,2727,./test\02727.png,Zulässige Höchstgeschwindigkeit (50),0.99910057,2,2.0
2728,2728,./test\02728.png,Verbot für Fahrzeuge aller Art,0.99264354,15,15.0
2729,2729,./test\02729.png,Vorfahrt,0.99671751,12,12.0
2730,2730,./test\02730.png,Zulässige Höchstgeschwindigkeit (70),0.61674541,4,4.0
2731,2731,./test\02731.png,Baustelle,0.98132068,25,25.0
2732,2732,./test\02732.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.28280625,10,10.0
2733,2733,./test\02733.png,Vorfahrt,0.99010986,12,12.0
2734,2734,./test\02734.png,Zulässige Höchstgeschwindigkeit (80),0.78394556,5,5.0
2735,2735,./test\02735.png,Vorfahrt gewähren,0.99814284,13,13.0
2736,2736,./test\02736.png,Zulässige Höchstgeschwindigkeit (50),0.6698373000000001,2,2.0
2737,2737,./test\02737.png,Zulässige Höchstgeschwindigkeit (60),0.55129737,3,3.0
2738,2738,./test\02738.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,28,42.0
2739,2739,./test\02739.png,Zulässige Höchstgeschwindigkeit (30),0.47813064,1,1.0
2740,2740,./test\02740.png,Schleudergefahr bei Nässe oder Schmutz,0.22183888,23,23.0
2741,2741,./test\02741.png,Zulässige Höchstgeschwindigkeit (70),0.4328793,2,4.0
2742,2742,./test\02742.png,Zulässige Höchstgeschwindigkeit (30),0.92812717,1,1.0
2743,2743,./test\02743.png,Überholverbot für Kraftfahrzeuge aller Art,0.71094978,9,9.0
2744,2744,./test\02744.png,Zulässige Höchstgeschwindigkeit (50),0.94956023,5,2.0
2745,2745,./test\02745.png,Rechts vorbei,0.99998868,38,38.0
2746,2746,./test\02746.png,Vorfahrt,0.99756867,12,12.0
2747,2747,./test\02747.png,Zulässige Höchstgeschwindigkeit (30),0.9417904,1,1.0
2748,2748,./test\02748.png,Zulässige Höchstgeschwindigkeit (30),0.93371576,27,1.0
2749,2749,./test\02749.png,Vorfahrt gewähren,0.99999261,13,13.0
2750,2750,./test\02750.png,Überholverbot für Kraftfahrzeuge aller Art,0.99493992,9,9.0
2751,2751,./test\02751.png,Ausschließlich rechts,0.11631195,24,33.0
2752,2752,./test\02752.png,Zulässige Höchstgeschwindigkeit (30),0.89606303,0,1.0
2753,2753,./test\02753.png,Gefahrenstelle,0.11947341,5,18.0
2754,2754,./test\02754.png,Ende aller Streckenverbote,0.69150335,38,32.0
2755,2755,./test\02755.png,Zulässige Höchstgeschwindigkeit (80),0.81792134,5,5.0
2756,2756,./test\02756.png,Zulässige Höchstgeschwindigkeit (70),0.84493935,4,4.0
2757,2757,./test\02757.png,Gefahrenstelle,0.22576715,18,18.0
2758,2758,./test\02758.png,Zulässige Höchstgeschwindigkeit (50),0.50013298,5,2.0
2759,2759,./test\02759.png,Ende aller Streckenverbote,0.08083955,36,32.0
2760,2760,./test\02760.png,Einmalige Vorfahrt,0.10965822,30,11.0
2761,2761,./test\02761.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.71492004,10,10.0
2762,2762,./test\02762.png,Rechts vorbei,0.99999785,38,38.0
2763,2763,./test\02763.png,"Verbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse von 3,5t",0.75686514,16,16.0
2764,2764,./test\02764.png,Zulässige Höchstgeschwindigkeit (50),0.86269981,2,2.0
2765,2765,./test\02765.png,Wildwechsel,0.88207757,31,31.0
2766,2766,./test\02766.png,Wildwechsel,0.06390814,24,31.0
2767,2767,./test\02767.png,Rechts vorbei,0.62426788,38,38.0
2768,2768,./test\02768.png,Zulässige Höchstgeschwindigkeit (50),0.6405741,25,2.0
2769,2769,./test\02769.png,Verbot der Einfahrt,0.99997175,17,17.0
2770,2770,./test\02770.png,Vorfahrt,1.0,12,12.0
2771,2771,./test\02771.png,Fahrradfahrer,0.97193086,29,29.0
2772,2772,./test\02772.png,Zulässige Höchstgeschwindigkeit (70),0.8034485,4,4.0
2773,2773,./test\02773.png,Zulässige Höchstgeschwindigkeit (70),0.62199366,10,4.0
2774,2774,./test\02774.png,Stoppschild,0.99929416,14,14.0
2775,2775,./test\02775.png,Einmalige Vorfahrt,0.94282699,11,11.0
2776,2776,./test\02776.png,Baustelle,0.98498398,25,25.0
2777,2777,./test\02777.png,Gefahrenstelle,0.61141688,18,18.0
2778,2778,./test\02778.png,Zulässige Höchstgeschwindigkeit (70),0.9696461,4,4.0
2779,2779,./test\02779.png,Zulässige Höchstgeschwindigkeit (70),0.91608661,4,4.0
2780,2780,./test\02780.png,Zulässige Höchstgeschwindigkeit (120),0.69703376,8,8.0
2781,2781,./test\02781.png,Baustelle,0.92964017,25,25.0
2782,2782,./test\02782.png,Gefahrenstelle,0.42529568,18,18.0
2783,2783,./test\02783.png,Zulässige Höchstgeschwindigkeit (100),0.3901332,7,7.0
2784,2784,./test\02784.png,Rechts vorbei,0.92831111,38,38.0
2785,2785,./test\02785.png,Zulässige Höchstgeschwindigkeit (60),0.52076358,3,3.0
2786,2786,./test\02786.png,Vorfahrt gewähren,0.99997616,13,13.0
2787,2787,./test\02787.png,Wildwechsel,0.51964432,31,31.0
2788,2788,./test\02788.png,Zulässige Höchstgeschwindigkeit (120),0.91631258,8,8.0
2789,2789,./test\02789.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.21587995,21,10.0
2790,2790,./test\02790.png,Wildwechsel,0.73283207,31,31.0
2791,2791,./test\02791.png,Rechts vorbei,0.91266859,38,38.0
2792,2792,./test\02792.png,Zulässige Höchstgeschwindigkeit (50),0.99996138,2,2.0
2793,2793,./test\02793.png,Zulässige Höchstgeschwindigkeit (50),0.35382125,2,2.0
2794,2794,./test\02794.png,Rechts vorbei,0.04008051,34,38.0
2795,2795,./test\02795.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.99798644,10,10.0
2796,2796,./test\02796.png,Zulässige Höchstgeschwindigkeit (70),0.44095346,7,4.0
2797,2797,./test\02797.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.76252764,10,10.0
2798,2798,./test\02798.png,Rechts vorbei,0.88986057,38,38.0
2799,2799,./test\02799.png,Zulässige Höchstgeschwindigkeit (120),0.45572162,8,8.0
2800,2800,./test\02800.png,Zulässige Höchstgeschwindigkeit (70),0.95078027,4,4.0
2801,2801,./test\02801.png,Vorfahrt,0.99999976,12,12.0
2802,2802,./test\02802.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,28,42.0
2803,2803,./test\02803.png,Zulässige Höchstgeschwindigkeit (80),0.47939849,5,5.0
2804,2804,./test\02804.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,39,42.0
2805,2805,./test\02805.png,Zulässige Höchstgeschwindigkeit (60),0.27097985,41,3.0
2806,2806,./test\02806.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.95442212,10,10.0
2807,2807,./test\02807.png,Vorfahrt gewähren,0.99721992,13,13.0
2808,2808,./test\02808.png,Rechts vorbei,0.99999976,38,38.0
2809,2809,./test\02809.png,Rechts vorbei,0.99999917,38,38.0
2810,2810,./test\02810.png,Zulässige Höchstgeschwindigkeit (80),0.12213715,19,5.0
2811,2811,./test\02811.png,Zulässige Höchstgeschwindigkeit (30),0.9982906,1,1.0
2812,2812,./test\02812.png,Zulässige Höchstgeschwindigkeit (70),0.1347774,7,4.0
2813,2813,./test\02813.png,Ende der Geschwindigkeitsbegrenzung (80),0.9272629,6,6.0
2814,2814,./test\02814.png,Ausschließlich rechts,0.11327446,39,33.0
2815,2815,./test\02815.png,Zulässige Höchstgeschwindigkeit (60),0.49540433,3,3.0
2816,2816,./test\02816.png,Zulässige Höchstgeschwindigkeit (30),0.79836082,1,1.0
2817,2817,./test\02817.png,Kurve (links),0.58414716,19,19.0
2818,2818,./test\02818.png,Ende aller Streckenverbote,0.41642505,32,32.0
2819,2819,./test\02819.png,Rechts vorbei,0.99968076,38,38.0
2820,2820,./test\02820.png,Vorfahrt,0.57415479,12,12.0
2821,2821,./test\02821.png,Zulässige Höchstgeschwindigkeit (120),0.91147256,8,8.0
2822,2822,./test\02822.png,Ausschließlich geradeaus,0.60589552,35,35.0
2823,2823,./test\02823.png,Vorfahrt,0.71509236,12,12.0
2824,2824,./test\02824.png,Rechts vorbei,0.9989441,38,38.0
2825,2825,./test\02825.png,Verbot der Einfahrt,1.0,17,17.0
2826,2826,./test\02826.png,Zulässige Höchstgeschwindigkeit (50),0.63912821,2,2.0
2827,2827,./test\02827.png,Zulässige Höchstgeschwindigkeit (30),0.92970878,1,1.0
2828,2828,./test\02828.png,Stoppschild,0.95867866,14,14.0
2829,2829,./test\02829.png,Ausschließlich geradeaus,0.28192526,35,35.0
2830,2830,./test\02830.png,Vorfahrt,0.59595299,12,12.0
2831,2831,./test\02831.png,Ausschließlich geradeaus,0.62251478,35,35.0
2832,2832,./test\02832.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,34,42.0
2833,2833,./test\02833.png,Verbot der Einfahrt,0.57402331,17,17.0
