,name,class,confidence,target_id,actual_id
2828,./test\02828.png,Stoppschild,0.95867866,14,
2829,./test\02829.png,Ausschließlich geradeaus,0.28192526,35,
2830,./test\02830.png,Vorfahrt,0.59595299,12,
2831,./test\02831.png,Ausschließlich geradeaus,0.62251478,35,
2832,./test\02832.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,34,
2833,./test\02833.png,Verbot der Einfahrt,0.57402331,17,
2834,./test\02834.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.71095562,42,
2835,./test\02835.png,Zulässige Höchstgeschwindigkeit (30),0.9125525999999999,1,
2836,./test\02836.png,Zulässige Höchstgeschwindigkeit (120),0.19753851,5,
2837,./test\02837.png,Wildwechsel,0.34999809,31,
2838,./test\02838.png,Ende der Geschwindigkeitsbegrenzung (80),0.45805937,6,
2839,./test\02839.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,28,
2840,./test\02840.png,Vorfahrt,0.90379894,12,
2841,./test\02841.png,Rechts vorbei,1.0,38,
2842,./test\02842.png,Zulässige Höchstgeschwindigkeit (30),0.48549512,11,
2843,./test\02843.png,Zulässige Höchstgeschwindigkeit (80),0.61306161,5,
2844,./test\02844.png,Zulässige Höchstgeschwindigkeit (120),0.51252276,8,
2845,./test\02845.png,Zulässige Höchstgeschwindigkeit (120),0.15896052,8,
2846,./test\02846.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.15657467,23,
2847,./test\02847.png,Zulässige Höchstgeschwindigkeit (30),0.81511045,27,
2848,./test\02848.png,Zulässige Höchstgeschwindigkeit (50),0.86221796,2,
2849,./test\02849.png,Zulässige Höchstgeschwindigkeit (30),0.94859117,1,
2850,./test\02850.png,Baustelle,0.90792286,25,
2851,./test\02851.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.96728152,10,
2852,./test\02852.png,Wildwechsel,0.8893549999999999,31,
2853,./test\02853.png,Zulässige Höchstgeschwindigkeit (60),0.53801727,3,
2854,./test\02854.png,Einmalige Vorfahrt,0.13037878,18,
2855,./test\02855.png,Gefahrenstelle,0.33141032,18,
2856,./test\02856.png,Vorfahrt gewähren,0.99999774,13,
2857,./test\02857.png,Gefahrenstelle,0.39797157,18,
2858,./test\02858.png,Vorfahrt gewähren,0.91659772,13,
2859,./test\02859.png,Rechts vorbei,0.61689323,34,
2860,./test\02860.png,Zulässige Höchstgeschwindigkeit (80),0.46958378,5,
2861,./test\02861.png,Zulässige Höchstgeschwindigkeit (70),0.81106776,4,
2862,./test\02862.png,Zulässige Höchstgeschwindigkeit (30),0.80531907,1,
2863,./test\02863.png,Schleudergefahr bei Nässe oder Schmutz,0.9884243,23,
2864,./test\02864.png,Zulässige Höchstgeschwindigkeit (60),0.10569604,30,
2865,./test\02865.png,Zulässige Höchstgeschwindigkeit (70),0.88620162,4,
2866,./test\02866.png,Vorfahrt,1.0,12,
2867,./test\02867.png,Zulässige Höchstgeschwindigkeit (30),0.97490364,1,
2868,./test\02868.png,Rechts vorbei,0.95450771,38,
2869,./test\02869.png,Zulässige Höchstgeschwindigkeit (50),0.45751011,1,
2870,./test\02870.png,Vorfahrt,0.99949992,12,
2871,./test\02871.png,Zulässige Höchstgeschwindigkeit (80),0.65503973,25,
2872,./test\02872.png,Stoppschild,0.99989808,14,
2873,./test\02873.png,Rechts vorbei,0.99944717,38,
2874,./test\02874.png,Zulässige Höchstgeschwindigkeit (30),0.94799119,1,
2875,./test\02875.png,Verbot der Einfahrt,0.99908853,17,
2876,./test\02876.png,Überholverbot für Kraftfahrzeuge aller Art,0.99978632,9,
2877,./test\02877.png,"Verbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse von 3,5t",0.99999857,16,
2878,./test\02878.png,Vorfahrt gewähren,0.94132906,13,
2879,./test\02879.png,Zulässige Höchstgeschwindigkeit (100),0.30451143,7,
2880,./test\02880.png,Zulässige Höchstgeschwindigkeit (70),0.09796542,39,
2881,./test\02881.png,Zulässige Höchstgeschwindigkeit (50),0.67420083,2,
2882,./test\02882.png,Zulässige Höchstgeschwindigkeit (120),0.95564187,8,
2883,./test\02883.png,Zulässige Höchstgeschwindigkeit (50),0.92396134,2,
2884,./test\02884.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.98220396,10,
2885,./test\02885.png,Baustelle,0.99999917,25,
2886,./test\02886.png,Zulässige Höchstgeschwindigkeit (70),0.29729787,10,
2887,./test\02887.png,Zulässige Höchstgeschwindigkeit (50),0.24674632,4,
2888,./test\02888.png,Zulässige Höchstgeschwindigkeit (70),0.84947628,4,
2889,./test\02889.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.9915632,10,
2890,./test\02890.png,Überholverbot für Kraftfahrzeuge aller Art,0.9881235999999999,9,
2891,./test\02891.png,Ausschließlich rechts,0.09322193,39,
2892,./test\02892.png,Zulässige Höchstgeschwindigkeit (100),0.99823546,7,
2893,./test\02893.png,Unebene Fahrbahn,0.99954033,22,
2894,./test\02894.png,Kreisverkehr,0.99949169,40,
2895,./test\02895.png,Zulässige Höchstgeschwindigkeit (70),0.48194543,4,
2896,./test\02896.png,Vorfahrt,0.10254398,12,
2897,./test\02897.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.85771704,10,
2898,./test\02898.png,Zulässige Höchstgeschwindigkeit (70),0.42212433,15,
2899,./test\02899.png,Vorfahrt,0.99990809,12,
2900,./test\02900.png,Vorfahrt gewähren,0.97119009,13,
2901,./test\02901.png,Rechts vorbei,0.85783094,34,
2902,./test\02902.png,Zulässige Höchstgeschwindigkeit (70),0.47290418,4,
2903,./test\02903.png,Zulässige Höchstgeschwindigkeit (50),0.99915326,2,
2904,./test\02904.png,Zulässige Höchstgeschwindigkeit (80),0.7656064,5,
2905,./test\02905.png,Baustelle,0.99836415,25,
2906,./test\02906.png,Zulässige Höchstgeschwindigkeit (50),0.03817227,37,
2907,./test\02907.png,Vorfahrt,0.58404642,17,
2908,./test\02908.png,Verbot für Fahrzeuge aller Art,0.9992224000000001,15,
2909,./test\02909.png,Stoppschild,0.5560686,14,
2910,./test\02910.png,Verbot für Fahrzeuge aller Art,0.9755587,15,
2911,./test\02911.png,Vorfahrt,0.99588227,12,
2912,./test\02912.png,Gefahrenstelle,0.03838238,26,
2913,./test\02913.png,Gefahrenstelle,0.14036979,18,
2914,./test\02914.png,Überholverbot für Kraftfahrzeuge aller Art,0.99831945,9,
2915,./test\02915.png,Verbot der Einfahrt,0.99999881,17,
2916,./test\02916.png,Zulässige Höchstgeschwindigkeit (30),0.89143467,1,
2917,./test\02917.png,Zulässige Höchstgeschwindigkeit (100),0.95082241,7,
2918,./test\02918.png,Baustelle,0.39858806,23,
2919,./test\02919.png,Zulässige Höchstgeschwindigkeit (50),0.65755939,1,
2920,./test\02920.png,Ausschließlich geradeaus,0.27731663,35,
2921,./test\02921.png,Gefahrenstelle,0.08666842,11,
2922,./test\02922.png,Zulässige Höchstgeschwindigkeit (120),0.27059796,7,
2923,./test\02923.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.625512,10,
2924,./test\02924.png,Zulässige Höchstgeschwindigkeit (80),0.48711047,5,
2925,./test\02925.png,Vorfahrt gewähren,0.99980611,13,
2926,./test\02926.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.24188052,10,
2927,./test\02927.png,Überholverbot für Kraftfahrzeuge aller Art,0.95061588,9,
2928,./test\02928.png,Zulässige Höchstgeschwindigkeit (30),0.67034853,1,
2929,./test\02929.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.89318198,10,
2930,./test\02930.png,Zulässige Höchstgeschwindigkeit (20),0.61997205,0,
2931,./test\02931.png,Zulässige Höchstgeschwindigkeit (70),0.28879854,1,
2932,./test\02932.png,Vorfahrt gewähren,0.99764365,13,
2933,./test\02933.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.83736861,10,
2934,./test\02934.png,Vorfahrt gewähren,0.9651528,13,
2935,./test\02935.png,Zulässige Höchstgeschwindigkeit (50),0.99770868,2,
2936,./test\02936.png,Gefahrenstelle,0.87070835,18,
2937,./test\02937.png,Vorfahrt gewähren,0.9999969000000001,13,
2938,./test\02938.png,Zulässige Höchstgeschwindigkeit (70),0.6681275999999999,4,
2939,./test\02939.png,Zulässige Höchstgeschwindigkeit (50),0.53920287,2,
2940,./test\02940.png,Zulässige Höchstgeschwindigkeit (120),0.72092503,8,
2941,./test\02941.png,"Verbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse von 3,5t",1.0,16,
2942,./test\02942.png,Verbot der Einfahrt,0.99999487,17,
2943,./test\02943.png,Gefahrenstelle,0.38594714,18,
2944,./test\02944.png,Rechts vorbei,0.05361615,39,
2945,./test\02945.png,Verbot für Fahrzeuge aller Art,0.93518919,15,
2946,./test\02946.png,Zulässige Höchstgeschwindigkeit (50),0.5376361,5,
2947,./test\02947.png,Überholverbot für Kraftfahrzeuge aller Art,0.65050286,9,
2948,./test\02948.png,Verbot für Fahrzeuge aller Art,0.89411533,15,
2949,./test\02949.png,Verbot der Einfahrt,0.83934164,17,
2950,./test\02950.png,Zulässige Höchstgeschwindigkeit (50),0.99966562,2,
2951,./test\02951.png,Zulässige Höchstgeschwindigkeit (120),0.87573045,8,
2952,./test\02952.png,Ausschließlich rechts,1.0,33,
2953,./test\02953.png,Ausschließlich rechts,0.99992275,33,
2954,./test\02954.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.1339816,23,
2955,./test\02955.png,Zulässige Höchstgeschwindigkeit (30),0.47767487,1,
2956,./test\02956.png,Einmalige Vorfahrt,0.99736053,11,
2957,./test\02957.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,28,
2958,./test\02958.png,Überholverbot für Kraftfahrzeuge aller Art,0.60310334,9,
2959,./test\02959.png,Zulässige Höchstgeschwindigkeit (70),0.77761441,4,
2960,./test\02960.png,Stoppschild,0.99674392,14,
2961,./test\02961.png,Ende der Geschwindigkeitsbegrenzung (80),0.93619555,3,
2962,./test\02962.png,Unebene Fahrbahn,0.50766784,22,
2963,./test\02963.png,Verbot der Einfahrt,0.99637234,17,
2964,./test\02964.png,Überholverbot für Kraftfahrzeuge aller Art,0.94929969,9,
2965,./test\02965.png,Zulässige Höchstgeschwindigkeit (60),0.55966049,3,
2966,./test\02966.png,Doppelkurve (zunächst links),0.0242555,26,
2967,./test\02967.png,Zulässige Höchstgeschwindigkeit (50),0.99903971,2,
2968,./test\02968.png,"Verbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse von 3,5t",0.99995434,16,
2969,./test\02969.png,Verbot der Einfahrt,0.92192614,17,
2970,./test\02970.png,Gefahrenstelle,0.40238783,18,
2971,./test\02971.png,Vorfahrt,0.88878512,12,
2972,./test\02972.png,Fahrradfahrer,0.69394469,29,
2973,./test\02973.png,Einmalige Vorfahrt,0.99966919,11,
2974,./test\02974.png,Gefahrenstelle,0.92477119,18,
2975,./test\02975.png,Zulässige Höchstgeschwindigkeit (30),0.97891849,1,
2976,./test\02976.png,Zulässige Höchstgeschwindigkeit (50),0.86683708,2,
2977,./test\02977.png,Rechts vorbei,0.72143525,38,
2978,./test\02978.png,Ende aller Streckenverbote,0.04836722,36,
2979,./test\02979.png,Baustelle,0.99999893,25,
2980,./test\02980.png,Überholverbot für Kraftfahrzeuge aller Art,0.3535147,41,
2981,./test\02981.png,Zulässige Höchstgeschwindigkeit (80),0.56614864,5,
2982,./test\02982.png,Vorfahrt,0.99979883,12,
2983,./test\02983.png,Zulässige Höchstgeschwindigkeit (80),0.2616142,7,
2984,./test\02984.png,Verbot der Einfahrt,0.99999905,17,
2985,./test\02985.png,Zulässige Höchstgeschwindigkeit (70),0.61526805,4,
2986,./test\02986.png,Baustelle,0.90225834,25,
2987,./test\02987.png,Zulässige Höchstgeschwindigkeit (100),0.64106256,6,
2988,./test\02988.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,36,
2989,./test\02989.png,Gefahrenstelle,0.05040009,26,
2990,./test\02990.png,Überholverbot für Kraftfahrzeuge aller Art,0.99964345,9,
2991,./test\02991.png,Zulässige Höchstgeschwindigkeit (100),0.68694192,7,
2992,./test\02992.png,Stoppschild,0.99993896,14,
2993,./test\02993.png,Zulässige Höchstgeschwindigkeit (70),0.28342226,30,
2994,./test\02994.png,Verbot der Einfahrt,0.99994409,17,
2995,./test\02995.png,Schleudergefahr bei Nässe oder Schmutz,0.30299988,20,
2996,./test\02996.png,Zulässige Höchstgeschwindigkeit (30),0.08321233,18,
2997,./test\02997.png,Vorfahrt,1.0,12,
2998,./test\02998.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.34410715,41,
2999,./test\02999.png,Zulässige Höchstgeschwindigkeit (80),0.25637737,5,
3000,./test\03000.png,Einmalige Vorfahrt,0.99621767,11,
3001,./test\03001.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,36,
3002,./test\03002.png,Zulässige Höchstgeschwindigkeit (30),0.99873835,1,
3003,./test\03003.png,Verbot für Fahrzeuge aller Art,0.9995931999999998,15,
3004,./test\03004.png,Einmalige Vorfahrt,0.62867963,11,
3005,./test\03005.png,Vorfahrt,0.99366659,12,
3006,./test\03006.png,Ausschließlich rechts,0.05329373,34,
3007,./test\03007.png,Ausschließlich rechts,0.97622138,33,
3008,./test\03008.png,Doppelkurve (zunächst links),0.79232436,21,
3009,./test\03009.png,Zulässige Höchstgeschwindigkeit (20),0.83783686,0,
3010,./test\03010.png,Zulässige Höchstgeschwindigkeit (60),0.3443158,9,
3011,./test\03011.png,Überholverbot für Kraftfahrzeuge aller Art,0.53964591,9,
3012,./test\03012.png,Fußgänger,0.23597977,27,
3013,./test\03013.png,Zulässige Höchstgeschwindigkeit (60),0.20560452,3,
3014,./test\03014.png,Gefahrenstelle,0.86408043,18,
3015,./test\03015.png,Wildwechsel,0.1135741,31,
3016,./test\03016.png,Zulässige Höchstgeschwindigkeit (50),0.981188,2,
3017,./test\03017.png,Fußgänger,0.16315025,26,
3018,./test\03018.png,Baustelle,0.88788551,25,
3019,./test\03019.png,Rechts vorbei,0.7918026999999999,38,
3020,./test\03020.png,Vorfahrt,0.9999994000000001,12,
3021,./test\03021.png,Zulässige Höchstgeschwindigkeit (80),0.3030982,6,
3022,./test\03022.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,28,
3023,./test\03023.png,Ausschließlich geradeaus,0.99999964,35,
3024,./test\03024.png,Zulässige Höchstgeschwindigkeit (80),0.93090844,5,
3025,./test\03025.png,Wildwechsel,0.28036395,30,
3026,./test\03026.png,Zulässige Höchstgeschwindigkeit (70),0.87278491,4,
3027,./test\03027.png,Zulässige Höchstgeschwindigkeit (120),0.39286676,8,
3028,./test\03028.png,Vorfahrt,0.24452417,12,
3029,./test\03029.png,Verbot der Einfahrt,0.99999988,17,
3030,./test\03030.png,Gefahrenstelle,0.53714085,18,
3031,./test\03031.png,Zulässige Höchstgeschwindigkeit (30),0.96068829,1,
3032,./test\03032.png,Rechts vorbei,0.97913355,38,
3033,./test\03033.png,Rechts vorbei,0.99992824,38,
3034,./test\03034.png,Überholverbot für Kraftfahrzeuge aller Art,0.9897085999999999,9,
3035,./test\03035.png,Baustelle,1.0,25,
3036,./test\03036.png,Zulässige Höchstgeschwindigkeit (80),0.58835697,5,
3037,./test\03037.png,Zulässige Höchstgeschwindigkeit (30),0.50096357,1,
3038,./test\03038.png,Zulässige Höchstgeschwindigkeit (30),0.98839068,1,
3039,./test\03039.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.68746322,42,
3040,./test\03040.png,Vorfahrt gewähren,0.99722123,13,
3041,./test\03041.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.40235749,13,
3042,./test\03042.png,Zulässige Höchstgeschwindigkeit (50),0.38808846,2,
3043,./test\03043.png,Doppelkurve (zunächst links),0.34069425,30,
3044,./test\03044.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.96660453,10,
3045,./test\03045.png,Ausschließlich geradeaus,0.98161674,35,
3046,./test\03046.png,Kurve (links),0.07235292,28,
3047,./test\03047.png,Zulässige Höchstgeschwindigkeit (50),0.85444999,5,
3048,./test\03048.png,Einmalige Vorfahrt,0.99966908,11,
3049,./test\03049.png,Zulässige Höchstgeschwindigkeit (50),0.08671477,30,
3050,./test\03050.png,Einmalige Vorfahrt,0.99994516,11,
3051,./test\03051.png,Zulässige Höchstgeschwindigkeit (30),0.80878949,1,
3052,./test\03052.png,Baustelle,0.6683138000000001,25,
3053,./test\03053.png,Rechts vorbei,0.9922200999999999,38,
3054,./test\03054.png,Rechts vorbei,0.99999774,38,
3055,./test\03055.png,Wildwechsel,0.88568121,31,
3056,./test\03056.png,Wildwechsel,0.12750369,19,
3057,./test\03057.png,Vorfahrt gewähren,0.27841532,13,
3058,./test\03058.png,Doppelkurve (zunächst links),0.58360577,21,
3059,./test\03059.png,Rechts vorbei,0.02805044,20,
3060,./test\03060.png,Zulässige Höchstgeschwindigkeit (120),0.75903308,8,
3061,./test\03061.png,Rechts vorbei,0.99991918,38,
3062,./test\03062.png,Unebene Fahrbahn,0.99952698,22,
3063,./test\03063.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,28,
3064,./test\03064.png,Vorfahrt,0.99899679,12,
3065,./test\03065.png,Verbot der Einfahrt,0.99998498,17,
3066,./test\03066.png,Vorfahrt,1.0,12,
3067,./test\03067.png,Ausschließlich geradeaus,0.24328867,35,
3068,./test\03068.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.90960515,10,
3069,./test\03069.png,Vorfahrt gewähren,0.99999368,13,
3070,./test\03070.png,Vorfahrt,1.0,12,
3071,./test\03071.png,Zulässige Höchstgeschwindigkeit (30),0.48001748,1,
3072,./test\03072.png,Zulässige Höchstgeschwindigkeit (50),0.87091267,2,
3073,./test\03073.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.55101222,10,
3074,./test\03074.png,Zulässige Höchstgeschwindigkeit (80),0.72132158,5,
3075,./test\03075.png,Vorfahrt gewähren,0.99999046,13,
3076,./test\03076.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,34,
3077,./test\03077.png,Zulässige Höchstgeschwindigkeit (50),0.49528259,2,
3078,./test\03078.png,Zulässige Höchstgeschwindigkeit (50),0.50526434,2,
3079,./test\03079.png,Verbot der Einfahrt,0.99999809,17,
3080,./test\03080.png,Überholverbot für Kraftfahrzeuge aller Art,0.9210605,9,
3081,./test\03081.png,Vorfahrt gewähren,0.99999762,13,
3082,./test\03082.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,34,
3083,./test\03083.png,Zulässige Höchstgeschwindigkeit (50),0.99888104,2,
3084,./test\03084.png,Vorfahrt gewähren,0.99919909,13,
3085,./test\03085.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.85340106,10,
3086,./test\03086.png,Zulässige Höchstgeschwindigkeit (60),0.12324021,8,
3087,./test\03087.png,Zulässige Höchstgeschwindigkeit (70),0.7770195,4,
3088,./test\03088.png,Rechts vorbei,0.99994218,38,
3089,./test\03089.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.51955044,10,
3090,./test\03090.png,Zulässige Höchstgeschwindigkeit (70),0.87300599,4,
3091,./test\03091.png,Zulässige Höchstgeschwindigkeit (50),0.59945488,1,
3092,./test\03092.png,Ausschließlich rechts,1.0,33,
3093,./test\03093.png,Zulässige Höchstgeschwindigkeit (50),0.99994814,2,
3094,./test\03094.png,Stoppschild,0.99985313,14,
3095,./test\03095.png,Ausschließlich geradeaus,0.60578448,35,
3096,./test\03096.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.81837529,10,
3097,./test\03097.png,Vorfahrt gewähren,0.99999976,13,
3098,./test\03098.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.42424688,9,
3099,./test\03099.png,Zulässige Höchstgeschwindigkeit (80),0.51017213,5,
3100,./test\03100.png,Ausschließlich geradeaus,0.72360384,35,
3101,./test\03101.png,Zulässige Höchstgeschwindigkeit (30),0.3324382,18,
3102,./test\03102.png,Baustelle,0.99787343,25,
3103,./test\03103.png,Kreisverkehr,0.93192929,40,
3104,./test\03104.png,Zulässige Höchstgeschwindigkeit (80),0.37839409999999996,3,
3105,./test\03105.png,Vorfahrt gewähren,0.22225788,13,
3106,./test\03106.png,Wildwechsel,0.8089183000000001,31,
3107,./test\03107.png,Unebene Fahrbahn,0.21088447,22,
3108,./test\03108.png,Rechts vorbei,0.99998784,38,
3109,./test\03109.png,Ausschließlich rechts,0.08697465,39,
3110,./test\03110.png,Zulässige Höchstgeschwindigkeit (50),0.99948466,2,
3111,./test\03111.png,Baustelle,0.99135721,25,
3112,./test\03112.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.1635033,23,
3113,./test\03113.png,Einmalige Vorfahrt,0.9499408000000001,11,
3114,./test\03114.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.15956236,23,
3115,./test\03115.png,Vorfahrt,0.99977416,12,
3116,./test\03116.png,Verbot der Einfahrt,0.99999881,17,
3117,./test\03117.png,Rechts vorbei,0.0994617,36,
3118,./test\03118.png,Zulässige Höchstgeschwindigkeit (30),0.59648782,1,
3119,./test\03119.png,Rechts vorbei,0.99975222,38,
3120,./test\03120.png,Zulässige Höchstgeschwindigkeit (50),0.90005857,2,
3121,./test\03121.png,Zulässige Höchstgeschwindigkeit (120),0.93011165,8,
3122,./test\03122.png,Gefahrenstelle,0.99944252,18,
3123,./test\03123.png,Zulässige Höchstgeschwindigkeit (70),0.65503222,4,
3124,./test\03124.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.50646287,10,
3125,./test\03125.png,Zulässige Höchstgeschwindigkeit (100),0.97730732,7,
3126,./test\03126.png,Rechts vorbei,0.99928802,38,
3127,./test\03127.png,Stoppschild,0.97468388,14,
3128,./test\03128.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.97058105,10,
3129,./test\03129.png,Rechts vorbei,0.96531415,38,
3130,./test\03130.png,Überholverbot für Kraftfahrzeuge aller Art,0.53753316,9,
3131,./test\03131.png,Stoppschild,0.99999726,14,
3132,./test\03132.png,Zulässige Höchstgeschwindigkeit (30),0.30001882,1,
3133,./test\03133.png,Baustelle,0.99999976,25,
3134,./test\03134.png,Stoppschild,0.99991095,14,
3135,./test\03135.png,Zulässige Höchstgeschwindigkeit (50),0.83248901,1,
3136,./test\03136.png,Zulässige Höchstgeschwindigkeit (50),0.55855817,1,
3137,./test\03137.png,Baustelle,0.8812325000000001,25,
3138,./test\03138.png,Zulässige Höchstgeschwindigkeit (80),0.16017921,7,
3139,./test\03139.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.99643338,10,
3140,./test\03140.png,Zulässige Höchstgeschwindigkeit (80),0.88069761,5,
3141,./test\03141.png,Kreisverkehr,0.97847718,40,
3142,./test\03142.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,28,
3143,./test\03143.png,Schleudergefahr bei Nässe oder Schmutz,0.08526977,20,
3144,./test\03144.png,Zulässige Höchstgeschwindigkeit (70),0.43025589,4,
3145,./test\03145.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.26850915,9,
3146,./test\03146.png,Zulässige Höchstgeschwindigkeit (60),0.47329882,3,
3147,./test\03147.png,Zulässige Höchstgeschwindigkeit (70),0.20729357,1,
3148,./test\03148.png,Ausschließlich geradeaus,0.2424444,35,
3149,./test\03149.png,Zulässige Höchstgeschwindigkeit (50),0.98701465,2,
3150,./test\03150.png,Unebene Fahrbahn,0.99999893,22,
3151,./test\03151.png,Zulässige Höchstgeschwindigkeit (50),0.99513417,2,
3152,./test\03152.png,Zulässige Höchstgeschwindigkeit (50),0.73769599,2,
3153,./test\03153.png,Zulässige Höchstgeschwindigkeit (30),0.99946493,1,
3154,./test\03154.png,Stoppschild,0.99984288,14,
3155,./test\03155.png,Zulässige Höchstgeschwindigkeit (70),0.99446797,4,
3156,./test\03156.png,Zulässige Höchstgeschwindigkeit (60),0.70804095,3,
3157,./test\03157.png,Zulässige Höchstgeschwindigkeit (30),0.78151041,11,
3158,./test\03158.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.87593687,10,
3159,./test\03159.png,Zulässige Höchstgeschwindigkeit (80),0.49974871,5,
3160,./test\03160.png,Fahrradfahrer,0.97047269,29,
3161,./test\03161.png,Wildwechsel,0.12882935,10,
3162,./test\03162.png,Ausschließlich rechts,0.99989414,33,
3163,./test\03163.png,Ende aller Streckenverbote,0.82816201,38,
3164,./test\03164.png,Vorfahrt,0.99975115,12,
3165,./test\03165.png,Verbot der Einfahrt,0.99999988,17,
3166,./test\03166.png,"Verbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse von 3,5t",1.0,16,
3167,./test\03167.png,Vorfahrt,0.59975594,12,
3168,./test\03168.png,Zulässige Höchstgeschwindigkeit (60),0.46304038,3,
3169,./test\03169.png,Zulässige Höchstgeschwindigkeit (70),0.27358758,4,
3170,./test\03170.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.80183625,10,
3171,./test\03171.png,Zulässige Höchstgeschwindigkeit (120),0.64464647,8,
3172,./test\03172.png,Vorfahrt,0.15280174,18,
3173,./test\03173.png,Zulässige Höchstgeschwindigkeit (60),0.21196285,38,
3174,./test\03174.png,Ausschließlich geradeaus,0.50495762,35,
3175,./test\03175.png,Zulässige Höchstgeschwindigkeit (30),0.764045,1,
3176,./test\03176.png,Verbot der Einfahrt,0.99999976,17,
3177,./test\03177.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,26,
3178,./test\03178.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,34,
3179,./test\03179.png,Zulässige Höchstgeschwindigkeit (100),0.86758113,7,
3180,./test\03180.png,Zulässige Höchstgeschwindigkeit (120),0.77574027,8,
3181,./test\03181.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.93796116,10,
3182,./test\03182.png,Zulässige Höchstgeschwindigkeit (100),0.9974738999999999,7,
3183,./test\03183.png,Verbot der Einfahrt,0.99999976,17,
3184,./test\03184.png,Zulässige Höchstgeschwindigkeit (30),0.36514083,3,
